Code postal 2022;Libellé poste;Population 2019 desservie par le code postal, au minimum (en ne comptabilisant aucune commune multidistribuée);Population 2019 desservie par le code postal, au maximum (en comptabilisant toutes les communes multidistribuée);Code géographique PMSI 2022;Population 2019 desservie par le code géo PMSI
57050;LE BAN-SAINT-MARTIN; 12 241; 130 730;57000; 136 081
57070;SAINT-JULIEN-LÈS-METZ; 5 351; 123 840;57000; 136 081
57100;THIONVILLE; 43 693; 43 693;57100; 43 693
57120;ROMBAS; 11 359; 11 359;57120; 11 359
57130;ARS-SUR-MOSELLE; 11 474; 11 474;57130; 11 474
57140;WOIPPY; 18 376; 18 376;57140; 18 376
57150;CREUTZWALD; 13 042; 13 042;57150; 13 042
57155;MARLY; 10 108; 10 108;57155; 10 108
57160;MOULINS-LÈS-METZ; 11 677; 11 677;57160; 11 677
57170;CHÂTEAU-SALINS; 5 026; 5 026;57170; 5 026
57175;GANDRANGE; 3 028; 3 028;57175; 3 028
57180;TERVILLE; 7 134; 7 134;57180; 7 134
57185;CLOUANGE; 6 395; 6 395;57185; 6 395
57190;FLORANGE; 11 972; 11 972;57190; 11 972
57200;SARREGUEMINES; 26 553; 26 553;57200; 26 553
57220;BOULAY-MOSELLE; 16 735; 16 735;57220; 16 735
57230;BITCHE; 8 660; 8 660;57230; 8 660
57240;NILVANGE; 7 707; 7 707;57240; 7 707
57245;PELTRE; 4 781; 4 781;57245; 4 781
57250;MOYEUVRE-GRANDE; 7 957; 7 957;57250; 7 957
57255;SAINTE-MARIE-AUX-CHÊNES; 4 350; 4 350;57255; 4 350
57260;DIEUZE; 6 309; 6 309;57260; 6 309
57270;UCKANGE; 9 018; 9 018;57270; 9 018
57280;MAIZIÈRES-LÈS-METZ; 14 467; 14 467;57280; 14 467
57290;FAMECK; 18 605; 18 605;57290; 18 605
57300;HAGONDANGE; 17 434; 17 434;57300; 17 434
57310;GUÉNANGE; 15 996; 15 996;57310; 15 996
57320;BOUZONVILLE; 14 813; 14 813;57320; 14 813
57330;HETTANGE-GRANDE; 15 827; 15 827;57330; 15 827
57340;MORHANGE; 8 051; 8 051;57340; 8 051
57350;STIRING-WENDEL; 16 901; 16 901;57350; 16 901
57360;AMNÉVILLE; 10 416; 10 416;57360; 10 416
57365;ENNERY; 3 123; 3 123;57365; 3 123
57370;PHALSBOURG; 9 686; 9 686;57370; 9 686
57380;FAULQUEMONT; 8 379; 8 379;57380; 8 379
57385;TETING-SUR-NIED; 2 158; 2 158;57385; 2 158
57390;AUDUN-LE-TICHE; 9 316; 9 316;57390; 9 316
57400;SARREBOURG; 17 892; 17 892;57400; 17 892
57405;HOMMARTING; 1 734; 1 734;57405; 1 734
57410;ROHRBACH-LÈS-BITCHE; 9 030; 9 030;57410; 9 030
57412;ACHEN; 2 838; 2 838;57412; 2 838
57415;MONTBRONN; 2 860; 2 860;57415; 2 860
57420;VERNY; 16 784; 16 784;57420; 16 784
57430;SARRALBE; 7 575; 7 575;57430; 7 575
57440;ALGRANGE; 7 373; 7 373;57440; 7 373
57445;RÉDING; 2 358; 2 358;57445; 2 358
57450;FARÉBERSVILLER; 11 326; 11 326;57450; 11 326
57455;SEINGBOUSE; 1 753; 1 753;57455; 1 753
57460;BEHREN-LÈS-FORBACH; 10 170; 10 170;57460; 10 170
57470;HOMBOURG-HAUT; 6 950; 6 950;57470; 6 950
57480;SIERCK-LES-BAINS; 11 717; 11 717;57480; 11 717
57490;L'HÔPITAL; 8 644; 8 644;57490; 8 644
57500;SAINT-AVOLD; 15 415; 15 415;57500; 15 415
57510;PUTTELANGE-AUX-LACS; 10 635; 10 635;57510; 10 635
57515;ALSTING; 2 535; 2 535;57515; 2 535
57520;GROSBLIEDERSTROFF; 6 178; 6 178;57520; 6 178
57525;TALANGE; 7 781; 7 781;57525; 7 781
57530;COURCELLES-CHAUSSY; 12 490; 14 249;57530; 12 490
57535;MARANGE-SILVANGE; 6 983; 6 983;57535; 6 983
57540;PETITE-ROSSELLE; 6 298; 6 298;57540; 6 298
57550;FALCK; 7 154; 7 154;57550; 7 154
57560;ABRESCHVILLER; 3 646; 3 646;57560; 3 646
57565;NIDERVILLER; 2 183; 2 183;57565; 2 183
57570;CATTENOM; 10 389; 10 389;57570; 10 389
57580;RÉMILLY; 8 195; 8 195;57580; 8 195
57590;DELME; 4 969; 4 969;57590; 4 969
57600;FORBACH; 28 312; 28 312;57600; 28 312
57620;GOETZENBRUCK; 3 700; 3 700;57620; 3 700
57630;VIC-SUR-SEILLE; 2 365; 2 365;57630; 2 365
57635;LIXHEIM; 1 868; 1 868;57635; 1 868
57640;VIGY; 8 057; 8 057;57640; 8 057
57645;OGY-MONTOY-FLANVILLE; 3 145; 4 904;57645; 4 904
57650;FONTOY; 3 880; 3 880;57650; 3 880
57655;BOULANGE; 2 476; 2 476;57655; 2 476
57660;LIXING-LÈS-SAINT-AVOLD; 7 095; 7 095;57660; 7 095
57670;FRANCALTROFF; 6 104; 6 104;57670; 6 104
57680;CORNY-SUR-MOSELLE; 5 730; 5 730;57680; 5 730
57685;AUGNY; 2 165; 2 165;57685; 2 165
57690;CRÉHANGE; 8 315; 8 315;57690; 8 315
57700;HAYANGE; 19 442; 19 442;57700; 19 442
57710;AUMETZ; 4 571; 4 571;57710; 4 571
57720;VOLMUNSTER; 5 831; 5 831;57720; 5 831
57730;FOLSCHVILLER; 11 230; 11 230;57730; 11 230
57740;LONGEVILLE-LÈS-SAINT-AVOLD; 3 651; 3 651;57740; 3 651
57770;MOUSSEY;  562;  562;57C04; 3 683
57780;ROSSELANGE; 2 650; 2 650;57780; 2 650
57790;LORQUIN; 2 256; 2 256;57790; 2 256
57800;FREYMING-MERLEBACH; 18 874; 18 874;57800; 18 874
57810;AVRICOURT; 3 121; 3 121;57C04; 3 683
57815;GONDREXANGE;  501;  501;57C05; 3 056
57820;HENRIDORFF; 3 288; 3 288;57820; 3 288
57830;HÉMING; 2 555; 2 555;57C05; 3 056
57840;OTTANGE; 3 285; 3 285;57840; 3 285
57850;DABO; 2 760; 2 760;57850; 2 760
57855;SAINT-PRIVAT-LA-MONTAGNE; 1 909; 1 909;57855; 1 909
57860;MONTOIS-LA-MONTAGNE; 3 750; 3 750;57860; 3 750
57865;AMANVILLERS; 2 098; 2 098;57865; 2 098
57870;WALSCHEID; 4 993; 4 993;57870; 4 993
57880;HAM-SOUS-VARSBERG; 4 665; 4 665;57880; 4 665
57890;PORCELETTE; 3 535; 3 535;57890; 3 535
57905;SARREINSMING; 2 871; 2 871;57905; 2 871
57910;HAMBACH; 4 232; 4 232;57910; 4 232
57915;WOUSTVILLER; 2 986; 2 986;57915; 2 986
57920;KÉDANGE-SUR-CANNER; 4 964; 4 964;57920; 4 964
57925;DISTROFF; 1 828; 1 828;57925; 1 828
57930;FÉNÉTRANGE; 4 691; 4 691;57930; 4 691
57935;LUTTANGE;  896;  896;57C01; 5 194
57940;METZERVISSE; 4 298; 4 298;57C01; 5 194
57950;MONTIGNY-LÈS-METZ; 21 879; 21 879;57950; 21 879
57960;SOUCHT; 1 727; 1 727;57960; 1 727
57970;YUTZ; 28 476; 28 476;57970; 28 476
57980;DIEBLING; 3 399; 3 399;57980; 3 399
57990;HUNDLING; 3 336; 3 336;57990; 3 336
58000;NEVERS; 38 234; 38 234;58000; 38 234
58110;CHÂTILLON-EN-BAZOIS; 4 238; 4 238;58110; 4 238
58120;CHÂTEAU-CHINON (VILLE); 4 253; 4 253;58C01; 5 042
58130;GUÉRIGNY; 6 720; 6 720;58130; 6 720
58140;LORMES; 3 653; 3 653;58140; 3 653
58150;POUILLY-SUR-LOIRE; 5 056; 5 056;58150; 5 056
58160;IMPHY; 6 917; 6 917;58160; 6 917
58170;LUZY; 3 397; 3 397;58170; 3 397
58180;MARZY; 3 724; 3 724;58180; 3 724
58190;TANNAY; 2 724; 2 724;58190; 2 724
58200;COSNE-COURS-SUR-LOIRE; 12 494; 12 494;58200; 12 494
58210;VARZY; 3 092; 3 092;58210; 3 092
58220;DONZY; 2 530; 2 530;58C05; 3 388
58230;ALLIGNY-EN-MORVAN; 3 636; 3 636;58230; 3 636
58240;SAINT-PIERRE-LE-MOÛTIER; 5 694; 5 694;58240; 5 694
58250;FOURS; 1 898; 1 898;58250; 1 898
58260;LA MACHINE; 3 659; 3 659;58260; 3 659
58270;SAINT-BENIN-D'AZY; 3 601; 3 601;58270; 3 601
58290;MOULINS-ENGILBERT; 2 419; 2 419;58290; 2 419
58300;DECIZE; 12 152; 12 152;58C04; 13 130
58310;SAINT-AMAND-EN-PUISAYE; 3 358; 3 358;58310; 3 358
58320;POUGUES-LES-EAUX; 4 094; 4 094;58320; 4 094
58330;SAINT-SAULGE; 2 171; 2 171;58330; 2 171
58340;CERCY-LA-TOUR; 2 074; 2 074;58340; 2 074
58350;CHÂTEAUNEUF-VAL-DE-BARGIS; 1 456; 1 456;58350; 1 456
58360;SAINT-HONORÉ-LES-BAINS; 1 143; 1 143;58C03; 2 026
58370;VILLAPOURÇON;  883;  883;58C03; 2 026
58380;LUCENAY-LÈS-AIX;  978;  978;58C04; 13 130
58390;DORNES; 1 466; 1 466;58390; 1 466
58400;LA CHARITÉ-SUR-LOIRE; 10 364; 10 364;58400; 10 364
58410;ENTRAINS-SUR-NOHAIN;  858;  858;58C05; 3 388
58420;GUIPY; 1 603; 1 603;58420; 1 603
58430;ARLEUF;  789;  789;58C01; 5 042
58440;LA CELLE-SUR-LOIRE; 1 331; 1 331;58440; 1 331
58450;NEUVY-SUR-LOIRE; 1 750; 1 750;58450; 1 750
58460;CORVOL-L'ORGUEILLEUX; 1 132; 1 132;58460; 1 132
58470;MAGNY-COURS; 2 214; 2 214;58470; 2 214
58490;SAINT-PARIZE-LE-CHÂTEL; 1 246; 1 246;58490; 1 246
58500;CLAMECY; 5 765; 5 765;58C02; 6 471
58530;DORNECY;  706;  706;58C02; 6 471
58600;FOURCHAMBAULT; 7 865; 7 865;58600; 7 865
58640;VARENNES-VAUZELLES; 9 201; 9 201;58640; 9 201
58660;COULANGES-LÈS-NEVERS; 3 724; 3 724;58660; 3 724
58700;PRÉMERY; 3 901; 3 901;58700; 3 901
58800;CORBIGNY; 4 289; 4 289;58800; 4 289
59000;LILLE;  0; 234 475;59C05; 240 062
59100;ROUBAIX; 98 828; 98 828;59100; 98 828
59110;LA MADELEINE; 21 856; 21 856;59110; 21 856
59111;BOUCHAIN; 7 182; 7 182;59111; 7 182
59112;ANNŒULLIN; 11 504; 11 504;59112; 11 504
59113;SECLIN; 12 463; 12 463;59113; 12 463
59114;STEENVOORDE; 7 332; 7 332;59114; 7 332
59115;LEERS; 9 378; 9 378;59115; 9 378
59116;HOUPLINES; 7 782; 7 782;59116; 7 782
59117;WERVICQ-SUD; 5 353; 5 353;59117; 5 353
59118;WAMBRECHIES; 10 608; 10 608;59118; 10 608
59119;WAZIERS; 7 402; 7 402;59119; 7 402
59120;LOOS; 22 866; 22 866;59120; 22 866
59121;HAULCHIN; 4 560; 4 560;59121; 4 560
59122;HONDSCHOOTE; 7 671; 11 802;59122; 7 671
59123;BRAY-DUNES; 6 096; 6 096;59123; 6 096
59124;ESCAUDAIN; 9 682; 9 682;59124; 9 682
59125;TRITH-SAINT-LÉGER; 6 292; 6 292;59125; 6 292
59126;LINSELLES; 8 275; 8 275;59126; 8 275
59127;WALINCOURT-SELVIGNY; 3 978; 3 978;59127; 3 978
59128;FLERS-EN-ESCREBIEUX; 5 781; 5 781;59128; 5 781
59129;AVESNES-LES-AUBERT; 3 630; 3 630;59129; 3 630
59130;LAMBERSART; 27 400; 27 400;59130; 27 400
59131;ROUSIES; 4 072; 4 072;59131; 4 072
59132;TRÉLON; 6 473; 6 473;59132; 6 473
59133;PHALEMPIN; 6 519; 6 519;59133; 6 519
59134;HERLIES; 6 636; 6 636;59134; 6 636
59135;WALLERS; 6 871; 6 871;59135; 6 871
59136;WAVRIN; 7 771; 7 771;59136; 7 771
59137;BUSIGNY; 2 456; 2 456;59137; 2 456
59138;PONT-SUR-SAMBRE; 6 008; 6 008;59138; 6 008
59139;WATTIGNIES; 15 933; 15 933;59139; 15 933
59140;DUNKERQUE;  0; 86 279;59C04; 93 032
59141;IWUY; 4 663; 4 663;59141; 4 663
59142;VILLERS-OUTRÉAUX; 2 142; 2 142;59142; 2 142
59143;WATTEN; 6 681; 6 681;59143; 6 681
59144;GOMMEGNIES; 6 607; 6 607;59144; 6 607
59145;BERLAIMONT; 3 434; 3 434;59145; 3 434
59146;PECQUENCOURT; 6 088; 6 088;59146; 6 088
59147;GONDECOURT; 5 221; 5 221;59147; 5 221
59148;FLINES-LEZ-RACHES; 5 598; 5 598;59148; 5 598
59149;COUSOLRE; 2 964; 2 964;59149; 2 964
59150;WATTRELOS; 40 898; 40 898;59150; 40 898
59151;ARLEUX; 6 826; 6 826;59151; 6 826
59152;CHÉRENG; 7 162; 7 162;59152; 7 162
59153;GRAND-FORT-PHILIPPE; 5 130; 5 130;59153; 5 130
59154;CRESPIN; 4 495; 4 495;59154; 4 495
59155;FACHES-THUMESNIL; 18 191; 18 191;59155; 18 191
59156;LOURCHES; 3 952; 3 952;59156; 3 952
59157;BEAUVOIS-EN-CAMBRÉSIS; 3 224; 3 224;59157; 3 224
59158;FLINES-LÈS-MORTAGNE; 5 382; 5 382;59158; 5 382
59159;MARCOING; 3 084; 3 084;59159; 3 084
59160;CAPINGHEM; 2 537; 237 012;59C05; 240 062
59161;ESCAUDŒUVRES; 5 418; 5 418;59161; 5 418
59162;OSTRICOURT; 5 454; 5 454;59162; 5 454
59163;CONDÉ-SUR-L'ESCAUT; 10 699; 10 699;59163; 10 699
59164;MARPENT; 2 701; 2 701;59164; 2 701
59165;AUBERCHICOURT; 4 551; 4 551;59165; 4 551
59166;BOUSBECQUE; 4 804; 4 804;59166; 4 804
59167;LALLAING; 6 364; 6 364;59167; 6 364
59168;BOUSSOIS; 3 194; 3 194;59168; 3 194
59169;CANTIN; 5 334; 5 334;59169; 5 334
59170;CROIX; 20 881; 20 881;59170; 20 881
59171;HORNAING; 7 128; 7 128;59171; 7 128
59172;RŒULX; 4 688; 4 688;59172; 4 688
59173;RENESCURE; 6 088; 6 088;59173; 6 088
59174;LA SENTINELLE; 3 117; 3 117;59174; 3 117
59175;TEMPLEMARS; 5 029; 5 029;59175; 5 029
59176;MASNY; 6 072; 6 072;59176; 6 072
59177;SAINS-DU-NORD; 3 204; 3 204;59177; 3 204
59178;HASNON; 5 755; 5 755;59178; 5 755
59179;FENAIN; 5 510; 5 510;59179; 5 510
59180;CAPPELLE-LA-GRANDE; 7 920; 7 920;59180; 7 920
59181;STEENWERCK; 3 672; 3 672;59181; 3 672
59182;MONTIGNY-EN-OSTREVENT; 5 507; 5 507;59182; 5 507
59184;SAINGHIN-EN-WEPPES; 5 481; 5 481;59184; 5 481
59185;PROVIN; 4 403; 4 403;59185; 4 403
59186;ANOR; 3 221; 3 221;59186; 3 221
59187;DECHY; 5 360; 5 360;59187; 5 360
59188;SAINT-AUBERT; 3 605; 3 605;59188; 3 605
59189;STEENBECQUE; 3 335; 3 335;59189; 3 335
59190;HAZEBROUCK; 29 318; 29 318;59190; 29 318
59191;LIGNY-EN-CAMBRÉSIS; 2 561; 2 561;59191; 2 561
59192;BEUVRAGES; 6 809; 6 809;59192; 6 809
59193;ERQUINGHEM-LYS; 5 316; 5 316;59193; 5 316
59194;RÂCHES; 3 591; 3 591;59194; 3 591
59195;HÉRIN; 4 776; 4 776;59195; 4 776
59198;HASPRES; 2 680; 2 680;59198; 2 680
59199;HERGNIES; 6 100; 6 100;59199; 6 100
59200;TOURCOING; 98 656; 98 656;59200; 98 656
59210;COUDEKERQUE-BRANCHE; 20 851; 20 851;59210; 20 851
59211;SANTES; 5 608; 5 608;59211; 5 608
59212;WIGNEHIES; 2 855; 2 855;59212; 2 855
59213;VENDEGIES-SUR-ÉCAILLON; 3 372; 3 372;59213; 3 372
59214;QUIÉVY; 1 802; 1 802;59214; 1 802
59215;ABSCON; 4 309; 4 309;59215; 4 309
59216;SARS-POTERIES; 2 371; 2 371;59216; 2 371
59217;CARNIÈRES; 2 712; 2 712;59217; 2 712
59218;POIX-DU-NORD; 3 339; 3 339;59218; 3 339
59219;ÉTRŒUNGT; 2 076; 2 076;59219; 2 076
59220;DENAIN; 22 169; 22 169;59220; 22 169
59221;BAUVIN; 5 086; 5 086;59221; 5 086
59222;BOUSIES; 2 574; 2 574;59C03; 3 411
59223;RONCQ; 13 482; 13 482;59223; 13 482
59224;THIANT; 3 537; 3 537;59224; 3 537
59225;CLARY; 1 645; 1 645;59225; 1 645
59226;LECELLES; 4 605; 4 605;59226; 4 605
59227;SAULZOIR; 2 985; 2 985;59227; 2 985
59229;TÉTEGHEM-COUDEKERQUE-VILLAGE; 1 443; 9 728;59C06; 27 378
59230;SAINT-AMAND-LES-EAUX; 20 622; 20 622;59230; 20 622
59231;GOUZEAUCOURT; 2 173; 2 173;59C02; 2 864
59232;VIEUX-BERQUIN; 2 512; 2 512;59232; 2 512
59233;MAING; 4 066; 4 066;59233; 4 066
59234;MONCHECOURT; 4 062; 4 062;59234; 4 062
59235;BERSÉE; 2 263; 2 263;59235; 2 263
59236;FRELINGHIEN; 2 447; 2 447;59236; 2 447
59237;VERLINGHEM; 2 483; 2 483;59237; 2 483
59238;MARETZ; 1 444; 1 444;59238; 1 444
59239;THUMERIES; 4 524; 4 524;59239; 4 524
59240;DUNKERQUE;  0; 86 279;59C04; 93 032
59241;MASNIÈRES; 2 745; 2 745;59241; 2 745
59242;TEMPLEUVE-EN-PÉVÈLE; 11 427; 11 427;59242; 11 427
59243;QUAROUBLE; 3 077; 3 077;59243; 3 077
59244;CARTIGNIES; 2 038; 2 038;59244; 2 038
59245;RECQUIGNIES; 2 446; 2 446;59245; 2 446
59246;MONS-EN-PÉVÈLE; 2 115; 2 115;59246; 2 115
59247;FÉCHAIN; 2 246; 2 246;59247; 2 246
59249;AUBERS; 2 715; 2 715;59249; 2 715
59250;HALLUIN; 20 743; 20 743;59250; 20 743
59251;ALLENNES-LES-MARAIS; 3 456; 3 456;59251; 3 456
59252;MARQUETTE-EN-OSTREVANT; 3 240; 3 240;59252; 3 240
59253;LA GORGUE; 5 639; 5 639;59253; 5 639
59254;GHYVELDE;  0; 4 131;59254; 4 131
59255;HAVELUY; 3 304; 3 304;59255; 3 304
59258;LES RUES-DES-VIGNES; 1 957; 1 957;59258; 1 957
59259;LÉCLUSE; 1 372; 1 372;59259; 1 372
59260;LEZENNES; 3 050; 237 525;59C05; 240 062
59261;WAHAGNIES; 2 636; 2 636;59261; 2 636
59262;SAINGHIN-EN-MÉLANTOIS; 2 830; 2 830;59262; 2 830
59263;HOUPLIN-ANCOISNE; 3 337; 3 337;59263; 3 337
59264;ONNAING; 8 789; 8 789;59264; 8 789
59265;AUBIGNY-AU-BAC; 1 712; 1 712;59265; 1 712
59266;HONNECOURT-SUR-ESCAUT; 1 546; 1 546;59266; 1 546
59267;PROVILLE; 3 789; 3 789;59267; 3 789
59268;FRESSIES; 2 053; 2 053;59268; 2 053
59269;ARTRES; 2 582; 2 582;59269; 2 582
59270;BAILLEUL; 24 763; 24 763;59270; 24 763
59271;VIESLY; 1 414; 1 414;59271; 1 414
59272;DON; 1 337; 1 337;59272; 1 337
59273;FRETIN; 4 208; 4 208;59273; 4 208
59274;MARQUILLIES; 1 998; 1 998;59274; 1 998
59277;RIEUX-EN-CAMBRÉSIS; 1 432; 1 432;59277; 1 432
59278;ESCAUTPONT; 4 208; 4 208;59278; 4 208
59279;LOON-PLAGE; 6 753; 93 032;59C04; 93 032
59280;ARMENTIÈRES; 26 648; 26 648;59280; 26 648
59281;RUMILLY-EN-CAMBRÉSIS; 1 436; 1 436;59281; 1 436
59282;DOUCHY-LES-MINES; 10 990; 10 990;59282; 10 990
59283;RAIMBEAUCOURT; 5 640; 5 640;59283; 5 640
59284;PITGAM;  973;  973;59C06; 27 378
59285;ARNÈKE; 3 107; 3 107;59285; 3 107
59286;ROOST-WARENDIN; 6 037; 6 037;59286; 6 037
59287;GUESNAIN; 7 119; 7 119;59287; 7 119
59288;PREUX-AU-BOIS;  837;  837;59C03; 3 411
59290;WASQUEHAL; 20 860; 20 860;59290; 20 860
59292;SAINT-HILAIRE-LEZ-CAMBRAI; 1 566; 1 566;59292; 1 566
59293;NEUVILLE-SUR-ESCAUT; 2 688; 2 688;59293; 2 688
59294;HAUSSY; 1 521; 1 521;59294; 1 521
59295;PAILLENCOURT; 1 721; 1 721;59295; 1 721
59296;AVESNES-LE-SEC; 1 449; 1 449;59296; 1 449
59297;VILLERS-GUISLAIN;  691;  691;59C02; 2 864
59299;BOESCHEPE; 2 155; 2 155;59299; 2 155
59300;VALENCIENNES; 52 998; 52 998;59300; 52 998
59310;ORCHIES; 27 597; 27 597;59310; 27 597
59320;HAUBOURDIN; 31 503; 31 503;59320; 31 503
59330;HAUTMONT; 19 274; 19 274;59330; 19 274
59350;SAINT-ANDRÉ-LEZ-LILLE; 13 151; 13 151;59350; 13 151
59360;LE CATEAU-CAMBRÉSIS; 13 711; 13 711;59360; 13 711
59370;MONS-EN-BARŒUL; 21 277; 21 277;59370; 21 277
59380;BERGUES; 16 677; 24 962;59C06; 27 378
59390;LYS-LEZ-LANNOY; 21 310; 21 310;59390; 21 310
59400;CAMBRAI; 38 552; 38 552;59400; 38 552
59410;ANZIN; 13 329; 13 329;59410; 13 329
59420;MOUVAUX; 13 121; 13 121;59420; 13 121
59430;DUNKERQUE;  0; 86 279;59C04; 93 032
59440;AVESNES-SUR-HELPE; 11 980; 11 980;59440; 11 980
59450;SIN-LE-NOBLE; 15 428; 15 428;59450; 15 428
59460;JEUMONT; 10 344; 10 344;59460; 10 344
59470;WORMHOUT; 16 916; 16 916;59470; 16 916
59480;LA BASSÉE; 8 144; 8 144;59480; 8 144
59490;SOMAIN; 13 295; 13 295;59490; 13 295
59491;VILLENEUVE-D'ASCQ;  0; 61 957;59491; 61 957
59492;HOYMILLE; 3 194; 3 194;59492; 3 194
59493;VILLENEUVE-D'ASCQ;  0; 61 957;59491; 61 957
59494;PETITE-FORÊT; 6 592; 6 592;59494; 6 592
59495;LEFFRINCKOUCKE; 4 207; 4 207;59495; 4 207
59496;SALOMÉ; 4 226; 4 226;59496; 4 226
59500;DOUAI; 39 613; 39 613;59500; 39 613
59510;HEM; 20 098; 20 098;59510; 20 098
59520;MARQUETTE-LEZ-LILLE; 10 798; 10 798;59520; 10 798
59530;LE QUESNOY; 13 997; 13 997;59530; 13 997
59540;CAUDRY; 15 993; 15 993;59540; 15 993
59550;LANDRECIES; 8 330; 8 330;59550; 8 330
59551;ATTICHES; 3 164; 3 164;59551; 3 164
59552;LAMBRES-LEZ-DOUAI; 7 849; 7 849;59552; 7 849
59553;CUINCY; 8 927; 8 927;59553; 8 927
59554;NEUVILLE-SAINT-RÉMY; 7 578; 7 578;59554; 7 578
59560;COMINES; 13 025; 13 025;59560; 13 025
59570;BAVAY; 12 647; 12 647;59570; 12 647
59580;ANICHE; 10 932; 10 932;59580; 10 932
59590;RAISMES; 12 324; 12 324;59590; 12 324
59600;MAUBEUGE; 36 286; 36 286;59600; 36 286
59610;FOURMIES; 12 127; 12 127;59610; 12 127
59620;AULNOYE-AYMERIES; 12 462; 12 462;59620; 12 462
59630;BOURBOURG; 12 165; 12 165;59630; 12 165
59640;DUNKERQUE;  0; 86 279;59C04; 93 032
59650;VILLENEUVE-D'ASCQ;  0; 61 957;59491; 61 957
59660;MERVILLE; 11 054; 11 054;59660; 11 054
59670;CASSEL; 9 252; 9 252;59670; 9 252
59680;FERRIÈRE-LA-GRANDE; 9 504; 9 504;59680; 9 504
59690;VIEUX-CONDÉ; 10 465; 10 465;59690; 10 465
59700;MARCQ-EN-BARŒUL; 38 486; 38 486;59700; 38 486
59710;MÉRIGNIES; 10 987; 10 987;59710; 10 987
59720;LOUVROIL; 6 371; 6 371;59720; 6 371
59730;SOLESMES; 7 280; 7 280;59730; 7 280
59740;SOLRE-LE-CHÂTEAU; 5 703; 5 703;59740; 5 703
59750;FEIGNIES; 6 809; 6 809;59750; 6 809
59760;GRANDE-SYNTHE; 22 522; 22 522;59760; 22 522
59770;MARLY; 12 083; 12 083;59770; 12 083
59777;LILLE;  0; 234 475;59C05; 240 062
59780;BAISIEUX; 10 324; 10 324;59780; 10 324
59790;RONCHIN; 19 294; 19 294;59790; 19 294
59800;LILLE;  0; 234 475;59C05; 240 062
59810;LESQUIN; 9 012; 9 012;59810; 9 012
59820;GRAVELINES; 11 323; 11 323;59820; 11 323
59830;CYSOING; 11 782; 11 782;59830; 11 782
59840;PÉRENCHIES; 12 895; 12 895;59840; 12 895
59850;NIEPPE; 7 512; 7 512;59850; 7 512
59860;BRUAY-SUR-L'ESCAUT; 11 258; 11 258;59860; 11 258
59870;MARCHIENNES; 11 124; 11 124;59870; 11 124
59880;SAINT-SAULVE; 11 276; 11 276;59880; 11 276
59890;QUESNOY-SUR-DEÛLE; 8 749; 8 749;59890; 8 749
59910;BONDUES; 9 808; 9 808;59910; 9 808
59920;QUIÉVRECHAIN; 6 362; 6 362;59920; 6 362
59930;LA CHAPELLE-D'ARMENTIÈRES; 8 577; 8 577;59930; 8 577
59940;ESTAIRES; 9 190; 9 190;59940; 9 190
59950;AUBY; 7 239; 7 239;59950; 7 239
59960;NEUVILLE-EN-FERRAIN; 10 264; 10 264;59960; 10 264
59970;FRESNES-SUR-ESCAUT; 9 887; 9 887;59970; 9 887
59980;BERTRY; 4 308; 4 308;59980; 4 308
59990;SAULTAIN; 10 327; 10 327;59990; 10 327
60000;BEAUVAIS; 64 317; 64 317;60000; 64 317
60100;CREIL; 36 169; 36 169;60100; 36 169
60110;MÉRU; 19 440; 19 440;60110; 19 440
60112;MILLY-SUR-THÉRAIN; 6 527; 6 527;60112; 6 527
60113;MONCHY-HUMIÈRES;  959; 1 225;60C03; 2 929
60117;VAUMOISE; 2 347; 2 347;60117; 2 347
60119;HÉNONVILLE; 1 541; 1 541;60119; 1 541
60120;BRETEUIL; 13 463; 13 463;60120; 13 463
60123;BONNEUIL-EN-VALOIS; 1 277; 1 277;60123; 1 277
60126;LONGUEIL-SAINTE-MARIE; 2 629; 2 629;60126; 2 629
60127;MORIENVAL; 1 767; 1 767;60127; 1 767
60128;PLAILLY; 2 750; 2 750;60128; 2 750
60129;GILOCOURT; 1 818; 1 818;60129; 1 818
60130;SAINT-JUST-EN-CHAUSSÉE; 16 209; 16 209;60130; 16 209
60134;VILLERS-SAINT-SÉPULCRE; 1 257; 1 257;60C05; 3 575
60138;CHIRY-OURSCAMP; 1 212; 1 212;60138; 1 212
60140;LIANCOURT; 11 779; 11 779;60140; 11 779
60141;BOURSONNE;  575;  575;60C02; 4 459
60149;SAINT-CRÉPIN-IBOUVILLERS;  0; 1 563;60C04; 2 394
60150;THOUROTTE; 15 569; 15 569;60150; 15 569
60153;RETHONDES;  630;  630;60C01; 3 918
60155;RAINVILLERS; 1 274; 1 274;60155; 1 274
60157;ÉLINCOURT-SAINTE-MARGUERITE;  857;  857;60C03; 2 929
60160;MONTATAIRE; 14 720; 14 720;60160; 14 720
60162;VIGNEMONT;  847;  847;60C03; 2 929
60170;RIBÉCOURT-DRESLINCOURT; 12 388; 12 388;60170; 12 388
60173;IVRY-LE-TEMPLE;  831;  831;60C04; 2 394
60175;VILLENEUVE-LES-SABLONS; 1 165; 1 165;60175; 1 165
60180;NOGENT-SUR-OISE; 20 780; 20 780;60180; 20 780
60190;ESTRÉES-SAINT-DENIS; 16 015; 16 281;60190; 16 015
60200;COMPIÈGNE; 40 615; 40 615;60200; 40 615
60210;GRANDVILLIERS; 8 411; 8 411;60210; 8 411
